Protein Identifier,AAC_A,AAC_R,AAC_N,AAC_D,AAC_C,AAC_Q,AAC_E,AAC_G,AAC_H,AAC_I,AAC_L,AAC_K,AAC_M,AAC_F,AAC_P,AAC_S,AAC_T,AAC_W,AAC_Y,AAC_V,VS111,VS211,VS311,VS411,VS511,VS611,VS711,VS121,VS221,VS321,VS421,VS521,VS621,VS721,VS131,VS231,VS331,VS431,VS531,VS631,VS731,VS141,VS241,VS341,VS441,VS541,VS641,VS741,VS151,VS251,VS351,VS451,VS551,VS651,VS751,VS161,VS261,VS361,VS461,VS561,VS661,VS761,VS171,VS271,VS371,VS471,VS571,VS671,VS771,VS112,VS212,VS312,VS412,VS512,VS612,VS712,VS122,VS222,VS322,VS422,VS522,VS622,VS722,VS132,VS232,VS332,VS432,VS532,VS632,VS732,VS142,VS242,VS342,VS442,VS542,VS642,VS742,VS152,VS252,VS352,VS452,VS552,VS652,VS752,VS162,VS262,VS362,VS462,VS562,VS662,VS762,VS172,VS272,VS372,VS472,VS572,VS672,VS772,VS113,VS213,VS313,VS413,VS513,VS613,VS713,VS123,VS223,VS323,VS423,VS523,VS623,VS723,VS133,VS233,VS333,VS433,VS533,VS633,VS733,VS143,VS243,VS343,VS443,VS543,VS643,VS743,VS153,VS253,VS353,VS453,VS553,VS653,VS753,VS163,VS263,VS363,VS463,VS563,VS663,VS763,VS173,VS273,VS373,VS473,VS573,VS673,VS773,VS114,VS214,VS314,VS414,VS514,VS614,VS714,VS124,VS224,VS324,VS424,VS524,VS624,VS724,VS134,VS234,VS334,VS434,VS534,VS634,VS734,VS144,VS244,VS344,VS444,VS544,VS644,VS744,VS154,VS254,VS354,VS454,VS554,VS654,VS754,VS164,VS264,VS364,VS464,VS564,VS664,VS764,VS174,VS274,VS374,VS474,VS574,VS674,VS774,VS115,VS215,VS315,VS415,VS515,VS615,VS715,VS125,VS225,VS325,VS425,VS525,VS625,VS725,VS135,VS235,VS335,VS435,VS535,VS635,VS735,VS145,VS245,VS345,VS445,VS545,VS645,VS745,VS155,VS255,VS355,VS455,VS555,VS655,VS755,VS165,VS265,VS365,VS465,VS565,VS665,VS765,VS175,VS275,VS375,VS475,VS575,VS675,VS775,VS116,VS216,VS316,VS416,VS516,VS616,VS716,VS126,VS226,VS326,VS426,VS526,VS626,VS726,VS136,VS236,VS336,VS436,VS536,VS636,VS736,VS146,VS246,VS346,VS446,VS546,VS646,VS746,VS156,VS256,VS356,VS456,VS556,VS656,VS756,VS166,VS266,VS366,VS466,VS566,VS666,VS766,VS176,VS276,VS376,VS476,VS576,VS676,VS776,VS117,VS217,VS317,VS417,VS517,VS617,VS717,VS127,VS227,VS327,VS427,VS527,VS627,VS727,VS137,VS237,VS337,VS437,VS537,VS637,VS737,VS147,VS247,VS347,VS447,VS547,VS647,VS747,VS157,VS257,VS357,VS457,VS557,VS657,VS757,VS167,VS267,VS367,VS467,VS567,VS667,VS767,VS177,VS277,VS377,VS477,VS577,VS677,VS777,PSSM_A,PSSM_R,PSSM_N,PSSM_D,PSSM_C,PSSM_Q,PSSM_E,PSSM_G,PSSM_H,PSSM_I,PSSM_L,PSSM_K,PSSM_M,PSSM_F,PSSM_P,PSSM_S,PSSM_T,PSSM_W,PSSM_Y,PSSM_V
P04821,0.04657016991818754,0.04153555695405916,0.08558842039018251,0.05852737570799245,0.007551919446192574,0.028319697923222153,0.0591567023285085,0.03146633102580239,0.02076777847702958,0.06419131529263687,0.08999370673379484,0.0723725613593455,0.019509125235997484,0.04657016991818754,0.04090623033354311,0.1340465701699182,0.06733794839521712,0.007551919446192574,0.030837004405286344,0.04719949653870359,4,6,8,0,6,4,0,6,10,7,10,3,8,0,11,12,16,7,9,4,0,5,5,5,4,6,1,0,3,6,4,2,2,2,1,5,3,3,5,3,2,0,1,0,0,0,0,0,0,4,8,14,7,2,5,1,11,18,25,15,17,15,1,9,20,20,13,9,7,0,9,9,21,6,9,9,0,4,11,12,3,5,3,1,6,14,10,9,9,11,0,1,0,0,0,0,1,0,9,11,16,9,5,4,0,10,27,23,18,5,14,0,18,21,32,17,10,8,0,6,17,15,7,7,1,1,7,9,16,4,8,1,0,4,3,16,5,3,7,1,0,0,2,1,0,0,0,7,6,9,5,3,1,0,6,19,10,6,5,7,0,6,15,14,8,5,7,0,7,9,6,5,2,5,0,1,9,5,3,5,5,0,3,4,4,7,4,2,0,0,0,1,0,0,0,0,1,7,4,1,3,2,0,4,17,6,4,7,10,0,5,17,13,4,7,5,2,2,5,2,3,1,2,0,2,8,8,2,6,2,0,1,6,2,4,0,2,1,1,0,0,1,1,0,0,2,4,8,4,1,4,0,4,11,7,10,2,4,1,5,11,12,5,3,8,1,2,8,6,7,3,6,0,1,3,8,1,2,3,1,4,8,10,2,0,3,0,1,1,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.5447103274559194,-0.5843828715365239,-0.4433249370277078,-0.6775818639798489,-1.9017632241813602,-0.16120906801007556,-0.29093198992443325,-1.4269521410579344,-0.7827455919395466,-1.0604534005037782,-0.8589420654911839,-0.37531486146095716,-0.7940806045340051,-1.25,-0.6158690176322418,0.07178841309823678,-0.21914357682619648,-2.3161209068010074,-1.0384130982367759,-0.940176322418136
P05373,0.09941520467836257,0.06140350877192982,0.038011695906432746,0.07017543859649122,0.02631578947368421,0.017543859649122806,0.05555555555555555,0.07602339181286549,0.02631578947368421,0.07602339181286549,0.09941520467836257,0.043859649122807015,0.017543859649122806,0.04093567251461988,0.05847953216374269,0.05555555555555555,0.038011695906432746,0.005847953216374269,0.04093567251461988,0.05263157894736842,8,8,2,1,3,2,2,3,5,3,1,2,2,0,2,2,2,2,2,1,1,0,3,3,1,0,0,0,3,1,0,0,2,1,0,1,1,1,0,2,1,1,0,1,0,2,0,0,0,4,4,4,2,4,1,0,6,12,4,2,3,3,0,2,2,2,1,2,4,0,2,1,1,1,1,2,0,4,2,1,2,0,0,0,2,3,4,0,3,2,0,1,0,0,0,0,0,0,2,1,2,1,0,2,1,4,2,1,2,2,5,0,0,4,1,0,0,2,0,1,0,1,1,1,0,0,0,2,0,1,0,1,0,1,3,1,0,3,0,1,1,0,0,0,1,0,0,3,1,1,2,0,0,0,1,2,2,1,0,0,0,2,1,1,0,0,1,1,0,0,2,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,4,2,1,0,0,1,0,2,4,1,0,2,2,0,2,2,0,0,0,0,0,2,2,0,0,0,0,0,1,1,0,0,0,1,0,2,1,1,0,1,0,0,0,1,0,0,0,0,0,4,0,2,1,0,0,0,3,3,2,2,0,1,0,1,5,1,1,0,1,0,0,0,0,0,0,0,0,0,4,2,1,0,1,1,1,2,1,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.41055718475073316,-1.187683284457478,-1.3753665689149561,-1.3255131964809383,-2.102639296187683,-1.0146627565982405,-0.9912023460410557,-1.7771260997067448,-1.4721407624633431,-1.3372434017595307,-1.346041055718475,-1.0146627565982405,-0.9589442815249267,-1.9149560117302054,-1.8269794721407624,-0.7302052785923754,-0.9501466275659824,-2.838709677419355,-1.6070381231671553,-1.1085043988269794
P05453,0.06277372262773723,0.026277372262773723,0.06569343065693431,0.043795620437956206,0.0072992700729927005,0.07737226277372262,0.08321167883211679,0.08759124087591241,0.01897810218978102,0.04671532846715328,0.051094890510948905,0.09635036496350365,0.027737226277372264,0.02335766423357664,0.043795620437956206,0.051094890510948905,0.05693430656934306,0.00583941605839416,0.051094890510948905,0.072992700729927,6,7,4,7,3,7,0,9,4,6,4,7,2,0,2,4,7,1,4,3,0,4,5,11,6,2,5,0,2,3,2,0,4,2,0,4,3,2,2,2,3,0,1,0,2,1,0,0,0,6,6,4,2,2,3,0,3,2,6,3,2,1,0,3,7,5,1,4,4,0,6,3,5,3,3,0,0,6,5,2,1,1,1,0,3,0,1,1,3,4,0,0,0,0,0,0,1,0,7,4,6,11,3,0,2,5,4,2,1,2,4,0,7,1,2,3,3,3,0,6,3,0,8,0,0,0,4,3,0,5,4,5,0,5,5,5,3,0,0,0,0,0,0,0,0,0,0,7,3,3,8,2,1,0,1,1,3,8,0,2,1,14,2,5,8,2,2,0,4,1,13,8,1,0,0,1,1,1,2,0,2,0,1,0,2,0,5,0,0,0,0,0,0,0,0,0,6,7,1,1,0,3,0,2,4,3,3,3,3,0,4,2,0,3,2,1,0,3,3,2,2,0,0,0,3,2,2,1,1,3,0,2,3,3,0,1,5,0,0,0,0,0,0,0,0,2,4,3,4,3,2,2,3,2,4,1,2,0,0,2,1,1,1,6,5,0,1,1,2,0,1,2,0,2,4,5,1,2,1,0,4,1,3,1,3,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.5614035087719298,-1.0497076023391814,-0.9853801169590644,-1.162280701754386,-2.7865497076023393,-0.6403508771929824,-0.6418128654970761,-1.2923976608187135,-1.7046783625730995,-1.4941520467836258,-1.8347953216374269,-0.5526315789473685,-1.327485380116959,-2.340643274853801,-1.3845029239766082,-0.8157894736842105,-0.7514619883040936,-3.2646198830409356,-1.9970760233918128,-1.1301169590643274
P05986,0.03768844221105527,0.04271356783919598,0.06030150753768844,0.05778894472361809,0.010050251256281407,0.03768844221105527,0.0728643216080402,0.05778894472361809,0.02763819095477387,0.06281407035175879,0.08793969849246232,0.07035175879396985,0.02763819095477387,0.05025125628140704,0.05778894472361809,0.06030150753768844,0.05778894472361809,0.01256281407035176,0.052763819095477386,0.05527638190954774,0,3,2,1,0,2,0,1,2,8,1,1,1,2,2,4,2,3,2,0,0,2,3,1,4,2,1,0,1,0,0,0,0,0,0,1,4,0,1,0,2,0,0,1,0,0,0,0,0,2,3,3,1,0,1,0,1,7,2,5,4,5,0,3,4,4,3,5,5,0,3,4,2,1,0,2,0,4,3,1,1,3,2,0,4,0,4,3,4,2,0,1,1,0,0,0,0,0,2,2,2,2,0,2,1,1,5,4,0,6,4,0,3,1,1,1,2,3,1,1,3,3,1,2,1,0,4,4,1,1,2,1,0,1,3,3,1,1,0,0,0,0,0,0,0,1,0,1,2,1,3,1,1,0,2,4,3,3,0,3,0,1,3,2,2,3,1,0,0,2,3,2,1,1,0,2,1,0,0,1,1,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,5,3,2,0,1,0,1,5,1,1,2,3,0,0,3,2,2,0,0,0,0,0,2,0,0,0,0,1,4,0,0,0,1,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,2,1,2,4,0,0,0,3,1,5,2,1,0,0,2,5,2,0,1,0,0,3,3,1,1,0,0,0,0,1,5,0,0,0,0,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1.513853904282116,-1.5894206549118388,-1.7455919395465995,-1.871536523929471,-2.1259445843828715,-1.4534005037783375,-1.4080604534005037,-2.6171284634760705,-1.654911838790932,-1.7380352644836272,-1.7153652392947103,-1.2367758186397986,-1.508816120906801,-2.1309823677581865,-2.0680100755667508,-1.0982367758186398,-1.415617128463476,-3.6851385390428213,-2.123425692695214,-1.654911838790932
P06633,0.10909090909090909,0.045454545454545456,0.02727272727272727,0.05,0.01818181818181818,0.031818181818181815,0.08181818181818182,0.07727272727272727,0.05454545454545454,0.07272727272727272,0.09090909090909091,0.05454545454545454,0.01818181818181818,0.03636363636363636,0.031818181818181815,0.06818181818181818,0.05,0.004545454545454545,0.004545454545454545,0.07272727272727272,5,2,1,0,5,1,0,8,2,1,1,1,1,1,1,1,0,2,0,1,0,1,4,1,0,0,1,0,1,3,2,1,0,1,0,2,0,0,1,3,1,0,0,0,0,0,0,1,0,3,6,3,3,2,3,1,3,1,3,1,0,0,0,0,2,1,3,0,2,0,0,3,0,0,0,0,0,0,0,2,1,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,2,0,4,0,0,0,3,2,0,1,1,0,1,0,0,0,2,0,1,1,1,2,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,1,3,0,1,1,0,2,2,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,2,1,1,0,1,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,3,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,1,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,3,0,1,0,1,0,1,4,0,1,0,0,0,0,0,2,0,1,0,0,0,0,2,0,1,0,0,0,2,0,1,0,1,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,-1.1598173515981736,-1.8949771689497716,-1.9771689497716896,-1.9771689497716896,-2.7442922374429224,-1.8447488584474885,-1.6849315068493151,-2.1963470319634704,-1.7671232876712328,-1.7762557077625571,-1.8401826484018264,-1.7168949771689497,-1.643835616438356,-2.278538812785388,-2.9452054794520546,-1.3150684931506849,-1.2328767123287672,-3.3607305936073057,-2.3059360730593608,-1.4885844748858448
P06700,0.051601423487544484,0.033807829181494664,0.06227758007117438,0.060498220640569395,0.019572953736654804,0.030249110320284697,0.046263345195729534,0.04804270462633452,0.030249110320284697,0.07295373665480427,0.09430604982206406,0.08718861209964412,0.023131672597864767,0.03914590747330961,0.06227758007117438,0.07473309608540925,0.05338078291814947,0.005338078291814947,0.03914590747330961,0.06583629893238434,5,2,9,0,5,1,0,2,9,3,2,1,4,1,6,4,3,5,1,0,0,0,2,4,0,1,1,1,0,3,2,4,0,2,0,2,2,1,2,1,0,0,0,0,1,0,1,0,0,4,4,5,4,3,5,0,7,5,11,4,7,7,0,3,6,6,4,4,4,0,2,0,3,2,5,3,0,2,5,2,4,2,4,0,1,4,4,3,2,7,1,0,2,0,0,0,0,0,10,6,3,2,1,1,1,7,5,4,1,3,4,1,6,4,3,3,3,2,0,4,9,2,0,2,0,0,1,4,2,1,0,0,0,0,4,0,1,3,0,0,0,1,1,0,0,0,0,3,5,0,0,1,0,1,3,9,3,1,2,3,0,4,8,2,2,0,1,0,0,1,2,1,1,0,1,1,4,1,1,3,0,0,0,2,1,0,1,1,0,0,0,1,1,1,0,0,0,2,2,1,1,1,0,3,5,4,2,4,3,0,1,2,1,3,0,0,2,2,8,1,1,1,1,0,2,1,2,2,2,0,0,1,1,2,3,1,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,2,6,1,5,2,1,0,1,0,7,0,0,1,0,1,1,5,2,0,0,1,1,3,0,1,2,2,0,1,3,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.6488413547237076,-0.7557932263814616,-0.9803921568627451,-0.9696969696969697,-2.0427807486631018,-0.6862745098039216,-0.6452762923351159,-1.6666666666666667,-1.0873440285204992,-1.2959001782531194,-1.1693404634581106,-0.6470588235294118,-1.0106951871657754,-1.5971479500891266,-1.2085561497326203,-0.5062388591800356,-0.6827094474153298,-2.513368983957219,-1.4581105169340463,-1.1105169340463459
P06701,0.0408997955010225,0.041922290388548056,0.06646216768916155,0.05725971370143149,0.007157464212678937,0.03578732106339468,0.09100204498977506,0.041922290388548056,0.013292433537832311,0.08895705521472393,0.08282208588957055,0.09713701431492842,0.022494887525562373,0.03783231083844581,0.03885480572597137,0.09406952965235174,0.04805725971370143,0.009202453987730062,0.024539877300613498,0.06032719836400818,6,5,2,2,3,3,2,2,6,3,4,7,6,0,4,7,5,1,3,4,0,4,4,5,5,2,4,0,3,3,1,3,7,2,0,1,5,4,2,1,4,1,0,3,0,0,0,0,0,4,7,7,6,3,6,0,7,12,8,7,9,9,0,7,11,7,4,8,7,0,3,10,5,3,3,8,0,2,9,10,5,6,9,0,6,8,7,5,8,5,1,0,0,0,0,0,1,0,2,7,5,7,3,4,0,8,10,14,8,6,11,0,4,12,8,4,2,8,1,1,5,0,1,5,1,0,4,4,1,3,4,2,0,1,3,7,7,4,6,0,1,0,0,0,0,0,0,6,3,2,2,4,4,0,4,9,5,4,7,6,0,3,7,4,0,3,3,0,5,6,3,2,0,2,0,1,4,2,2,0,2,0,1,3,3,2,4,4,0,0,0,0,0,0,0,0,0,5,4,4,3,1,0,4,7,7,3,7,7,0,3,10,7,2,1,0,0,3,5,4,5,0,0,0,4,7,5,4,6,1,0,4,6,3,1,1,2,0,0,0,0,0,0,0,0,5,1,4,3,2,0,1,7,7,7,5,4,1,0,7,10,8,2,1,6,0,5,5,3,2,1,2,0,3,8,4,0,4,1,0,3,6,9,1,2,3,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.35516888433981575,-0.15250767656090072,-0.4155578300921187,-0.3203684749232344,-2.0470829068577276,-0.14124872057318322,0.22824974411463664,-1.263050153531218,-0.8915046059365405,-0.7799385875127943,-0.8413510747185261,0.2210849539406346,-0.7615148413510747,-1.3981576253838282,-0.38996929375639716,0.044012282497441144,-0.18321392016376664,-2.5435005117707266,-1.322415557830092,-0.6960081883316275
P06778,0.07430997876857749,0.055201698513800426,0.07006369426751592,0.07430997876857749,0.004246284501061571,0.044585987261146494,0.06157112526539278,0.05307855626326964,0.014861995753715499,0.04670912951167728,0.055201698513800426,0.08492569002123142,0.021231422505307854,0.03821656050955414,0.06369426751592357,0.07218683651804671,0.08067940552016985,0.004246284501061571,0.021231422505307854,0.059447983014861996,4,4,3,1,3,2,0,7,4,3,2,6,3,0,5,1,4,3,2,1,1,2,2,4,1,1,0,0,2,2,3,1,1,2,0,1,4,2,0,1,0,0,0,0,0,0,0,0,0,7,5,3,3,2,1,0,2,1,2,4,0,5,0,3,3,1,5,3,3,0,1,2,2,2,4,1,0,5,3,2,0,4,1,0,0,4,1,1,3,6,0,0,0,0,1,0,0,0,2,6,5,1,3,1,0,1,1,6,3,3,2,1,4,4,3,3,2,3,0,4,3,3,2,3,2,0,1,3,1,1,2,2,0,0,2,2,0,3,2,0,1,0,0,0,0,0,0,2,4,2,3,0,2,0,3,2,2,1,1,2,0,2,0,2,3,3,0,0,4,1,0,1,1,3,0,2,1,5,0,1,1,0,3,1,0,3,0,1,0,0,0,0,0,0,0,0,2,3,2,2,3,1,0,5,2,2,0,1,2,0,2,3,7,2,0,0,0,1,1,1,1,0,0,0,2,1,2,1,2,3,0,0,3,3,3,1,2,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,3,4,3,2,4,1,0,2,5,2,1,0,2,0,0,2,1,3,1,2,0,1,2,1,1,1,3,0,1,3,4,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02553191489361702,-0.551063829787234,-0.5957446808510638,-0.8936170212765957,-2.480851063829787,0.014893617021276596,-0.2574468085106383,-1.0021276595744681,-0.9404255319148936,-1.6893617021276597,-1.602127659574468,-0.20638297872340425,-1.2936170212765958,-2.178723404255319,1.2148936170212765,0.4595744680851064,0.3,-3.1,-1.6936170212765957,-1.1212765957446809
P06782,0.052132701421800945,0.03475513428120063,0.0631911532385466,0.06477093206951026,0.00631911532385466,0.037914691943127965,0.06635071090047394,0.045813586097946286,0.04897314375987362,0.07424960505529225,0.08688783570300158,0.07582938388625593,0.030015797788309637,0.0315955766192733,0.04739336492890995,0.09320695102685624,0.04739336492890995,0.011058451816745656,0.036334913112164295,0.045813586097946286,2,4,4,2,1,1,1,2,3,10,5,3,3,0,2,6,5,2,3,2,0,3,1,3,2,0,1,0,1,1,1,2,1,0,0,3,4,2,1,2,0,0,0,0,2,0,0,0,0,5,5,4,0,1,2,0,3,6,14,7,7,3,0,6,5,9,5,3,6,0,4,6,3,3,3,4,0,5,8,2,2,2,1,0,4,2,2,3,2,5,0,0,0,0,0,0,0,0,3,2,7,1,0,4,1,3,10,1,4,5,5,0,3,5,6,3,5,5,0,5,2,6,4,0,1,0,2,4,4,6,3,1,0,1,6,2,3,1,5,0,0,0,0,0,0,0,0,3,8,1,2,2,3,0,2,6,4,3,1,1,0,3,5,3,5,3,2,0,0,3,6,13,2,1,0,1,4,1,1,0,0,0,2,2,2,1,1,4,0,0,0,1,0,0,0,0,0,3,2,4,1,1,0,4,8,2,2,1,4,0,2,1,1,2,4,2,0,5,3,0,2,2,1,1,2,1,2,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,2,4,2,1,1,1,0,3,7,2,2,3,2,0,2,6,3,0,2,0,0,2,2,2,1,0,4,0,0,3,2,2,1,2,0,1,4,4,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0680379746835442,-0.8939873417721519,-1.0838607594936709,-1.2531645569620253,-2.028481012658228,-0.8227848101265823,-0.7768987341772152,-2.0854430379746836,-1.2088607594936709,-1.4778481012658229,-1.3196202531645569,-0.680379746835443,-1.125,-1.9572784810126582,-1.254746835443038,-0.34968354430379744,-0.8971518987341772,-3.2990506329113924,-1.9145569620253164,-1.3718354430379747
P06786,0.04551820728291316,0.04201680672268908,0.056022408963585436,0.06372549019607843,0.0063025210084033615,0.0350140056022409,0.09313725490196079,0.0546218487394958,0.01610644257703081,0.08123249299719888,0.08053221288515407,0.11134453781512606,0.0196078431372549,0.036414565826330535,0.0392156862745098,0.06582633053221289,0.05812324929971989,0.01050420168067227,0.04201680672268908,0.042717086834733894,7,5,6,4,6,5,0,7,9,10,7,7,7,0,10,9,9,4,6,3,1,3,14,1,2,4,5,0,4,6,7,4,6,0,0,3,4,3,6,5,5,0,0,0,0,0,0,0,0,4,12,4,10,7,3,0,8,21,20,8,8,17,1,7,16,9,13,11,8,3,4,6,4,4,7,14,2,7,14,6,8,10,5,0,6,14,17,4,8,6,1,1,0,0,1,0,0,0,9,12,10,5,6,5,0,12,13,9,7,13,13,0,6,13,14,5,6,6,0,5,2,7,4,3,6,0,7,6,8,4,8,6,0,4,8,2,0,6,9,0,1,0,0,0,1,2,0,3,8,5,2,1,3,0,3,11,10,4,5,9,0,6,8,4,1,4,3,0,1,7,2,0,3,3,0,2,9,1,4,6,4,0,6,11,3,3,5,6,0,0,2,0,0,0,0,0,7,4,8,4,6,6,0,4,13,7,11,9,3,1,12,11,7,1,6,2,0,4,7,8,4,5,2,0,7,10,10,4,10,3,0,1,6,6,3,2,5,0,0,0,0,0,0,0,0,3,6,7,4,1,4,0,6,16,10,4,7,7,0,6,10,8,3,6,7,0,5,5,4,2,4,4,0,8,3,5,6,4,5,0,5,7,7,8,5,21,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,-0.7175893482831114,-0.5991590749824808,-0.7456201822004205,-0.7414155571128241,-2.6965662228451297,-0.3910301331464611,0.06797477224947442,-1.718990889978977,-1.1899088997897687,-1.0728801681850035,-1.1618780658724597,0.036440084092501754,-1.0749824807288018,-1.9159074982480728,-1.5227750525578136,-0.47091800981079185,-0.6075683251576735,-2.9271198318149967,-1.682550805886475,-1.0567624386825507
P06843,0.04804804804804805,0.08408408408408409,0.04504504504504504,0.07807807807807808,0.0,0.03003003003003003,0.11711711711711711,0.057057057057057055,0.015015015015015015,0.03303303303303303,0.06606606606606606,0.15015015015015015,0.02702702702702703,0.024024024024024024,0.06006006006006006,0.09009009009009009,0.018018018018018018,0.006006006006006006,0.024024024024024024,0.02702702702702703,0,4,2,1,1,1,0,4,0,2,0,3,2,0,0,0,3,0,2,1,0,1,1,3,0,2,0,0,0,2,1,1,3,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,2,2,0,3,1,0,0,1,2,2,2,0,5,0,3,0,3,2,1,1,0,2,2,1,0,1,0,0,2,3,1,1,5,2,0,0,1,2,2,1,5,0,0,0,0,0,0,0,0,3,2,2,1,2,1,0,0,2,0,0,1,1,0,2,0,2,0,5,1,0,1,0,1,0,2,0,0,1,2,2,1,6,0,0,0,1,3,2,0,4,0,0,0,0,0,0,0,0,1,1,0,1,1,2,0,0,0,1,2,3,1,0,2,2,0,1,1,0,0,0,0,0,0,0,1,0,0,2,2,0,4,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,2,0,2,0,0,3,6,4,2,3,1,0,2,2,1,1,2,1,0,0,4,0,0,1,0,0,6,6,2,2,9,3,0,0,1,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,4,1,0,2,0,2,0,1,6,0,2,0,1,1,4,1,0,0,3,1,0,1,1,0,0,5,3,4,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6746987951807228,-0.24397590361445784,-0.33433734939759036,-0.5030120481927711,-2.3433734939759034,-0.015060240963855422,0.1746987951807229,-1.394578313253012,-0.9518072289156626,-1.891566265060241,-1.6626506024096386,0.1355421686746988,-0.9909638554216867,-2.0632530120481927,-1.108433734939759,-0.0783132530120482,-0.7168674698795181,-2.6536144578313254,-1.5933734939759037,-1.4216867469879517
