Identifier A,Identifier B,Interaction,negative_source,left_partition_size,right_partition_size
P21304,P41695,0,bipartite_non_edge,169.0,155.0
P21304,P43639,0,bipartite_non_edge,169.0,155.0
P21304,P47037,0,bipartite_non_edge,169.0,155.0
P21304,P53112,0,bipartite_non_edge,169.0,155.0
P21304,P53895,0,bipartite_non_edge,169.0,155.0
P21304,Q00684,0,bipartite_non_edge,169.0,155.0
P21304,Q02908,0,bipartite_non_edge,169.0,155.0
P21304,Q04477,0,bipartite_non_edge,169.0,155.0
P21304,Q05080,0,bipartite_non_edge,169.0,155.0
P21304,Q12084,0,bipartite_non_edge,169.0,155.0
P21304,Q12334,0,bipartite_non_edge,169.0,155.0
P21304,Q12365,0,bipartite_non_edge,169.0,155.0
P21374,P27515,0,bipartite_non_edge,169.0,155.0
P21374,P28743,0,bipartite_non_edge,169.0,155.0
P21374,P30822,0,bipartite_non_edge,169.0,155.0
P21374,P32361,0,bipartite_non_edge,169.0,155.0
P21374,P32458,0,bipartite_non_edge,169.0,155.0
P21374,P36094,0,bipartite_non_edge,169.0,155.0
P21374,P38523,0,bipartite_non_edge,169.0,155.0
P21374,P39081,0,bipartite_non_edge,169.0,155.0
P21374,P39928,0,bipartite_non_edge,169.0,155.0
P21374,P40073,0,bipartite_non_edge,169.0,155.0
P21374,P40089,0,bipartite_non_edge,169.0,155.0
P21374,P40460,0,bipartite_non_edge,169.0,155.0
P21374,P40582,0,bipartite_non_edge,169.0,155.0
P21374,P41921,0,bipartite_non_edge,169.0,155.0
P21374,P42935,0,bipartite_non_edge,169.0,155.0
P21374,P47017,0,bipartite_non_edge,169.0,155.0
P21374,P47115,0,bipartite_non_edge,169.0,155.0
P21374,P52917,0,bipartite_non_edge,169.0,155.0
P21374,P53112,0,bipartite_non_edge,169.0,155.0
P21374,P53886,0,bipartite_non_edge,169.0,155.0
P21374,P53895,0,bipartite_non_edge,169.0,155.0
P21374,P61829,0,bipartite_non_edge,169.0,155.0
P21374,Q02884,0,bipartite_non_edge,169.0,155.0
P21374,Q03790,0,bipartite_non_edge,169.0,155.0
P21374,Q03860,0,bipartite_non_edge,169.0,155.0
P21374,Q05080,0,bipartite_non_edge,169.0,155.0
P21374,Q06704,0,bipartite_non_edge,169.0,155.0
P21374,Q06708,0,bipartite_non_edge,169.0,155.0
P21374,Q07457,0,bipartite_non_edge,169.0,155.0
P21374,Q08581,0,bipartite_non_edge,169.0,155.0
P21374,Q12066,0,bipartite_non_edge,169.0,155.0
P21374,Q12365,0,bipartite_non_edge,169.0,155.0
P21524,P24279,0,bipartite_non_edge,169.0,155.0
P21524,P26343,0,bipartite_non_edge,169.0,155.0
P21524,P27515,0,bipartite_non_edge,169.0,155.0
P21524,P29340,0,bipartite_non_edge,169.0,155.0
P21524,P30771,0,bipartite_non_edge,169.0,155.0
P21524,P31539,0,bipartite_non_edge,169.0,155.0
P21524,P32908,0,bipartite_non_edge,169.0,155.0
P21524,P38748,0,bipartite_non_edge,169.0,155.0
P21524,P39996,0,bipartite_non_edge,169.0,155.0
P21524,P40202,0,bipartite_non_edge,169.0,155.0
P21524,P40582,0,bipartite_non_edge,169.0,155.0
P21524,P41543,0,bipartite_non_edge,169.0,155.0
P21524,P47129,0,bipartite_non_edge,169.0,155.0
P21524,P53617,0,bipartite_non_edge,169.0,155.0
P21524,P61829,0,bipartite_non_edge,169.0,155.0
P21524,Q00582,0,bipartite_non_edge,169.0,155.0
P21524,Q02908,0,bipartite_non_edge,169.0,155.0
P21524,Q02939,0,bipartite_non_edge,169.0,155.0
P21524,Q03818,0,bipartite_non_edge,169.0,155.0
P21524,Q05580,0,bipartite_non_edge,169.0,155.0
P21524,Q06169,0,bipartite_non_edge,169.0,155.0
P21524,Q06704,0,bipartite_non_edge,169.0,155.0
P21524,Q08581,0,bipartite_non_edge,169.0,155.0
P21524,Q12033,0,bipartite_non_edge,169.0,155.0
P21524,Q12102,0,bipartite_non_edge,169.0,155.0
P21524,Q12134,0,bipartite_non_edge,169.0,155.0
P22216,P23337,0,bipartite_non_edge,169.0,155.0
P22216,P26343,0,bipartite_non_edge,169.0,155.0
P22216,P29340,0,bipartite_non_edge,169.0,155.0
P22216,P32504,0,bipartite_non_edge,169.0,155.0
P22216,P32639,0,bipartite_non_edge,169.0,155.0
P22216,P32796,0,bipartite_non_edge,169.0,155.0
P22216,P33419,0,bipartite_non_edge,169.0,155.0
P22216,P35191,0,bipartite_non_edge,169.0,155.0
P22216,P38272,0,bipartite_non_edge,169.0,155.0
P22216,P38523,0,bipartite_non_edge,169.0,155.0
P22216,P39928,0,bipartite_non_edge,169.0,155.0
P22216,P40073,0,bipartite_non_edge,169.0,155.0
P22216,P40089,0,bipartite_non_edge,169.0,155.0
P22216,P40325,0,bipartite_non_edge,169.0,155.0
P22216,P40460,0,bipartite_non_edge,169.0,155.0
P22216,P41695,0,bipartite_non_edge,169.0,155.0
P22216,P41921,0,bipartite_non_edge,169.0,155.0
P22216,P53253,0,bipartite_non_edge,169.0,155.0
P22216,P53886,0,bipartite_non_edge,169.0,155.0
P22216,P81449,0,bipartite_non_edge,169.0,155.0
P22216,Q03790,0,bipartite_non_edge,169.0,155.0
P22216,Q03860,0,bipartite_non_edge,169.0,155.0
P22216,Q03898,0,bipartite_non_edge,169.0,155.0
P22216,Q04003,0,bipartite_non_edge,169.0,155.0
P22216,Q06169,0,bipartite_non_edge,169.0,155.0
P22216,Q06708,0,bipartite_non_edge,169.0,155.0
P22216,Q08581,0,bipartite_non_edge,169.0,155.0
P22216,Q12066,0,bipartite_non_edge,169.0,155.0
P22216,Q12365,0,bipartite_non_edge,169.0,155.0
P22804,P25454,0,bipartite_non_edge,169.0,155.0
P22804,P25638,0,bipartite_non_edge,169.0,155.0
P22804,P29340,0,bipartite_non_edge,169.0,155.0
P22804,P32458,0,bipartite_non_edge,169.0,155.0
P22804,P32797,0,bipartite_non_edge,169.0,155.0
P22804,P33338,0,bipartite_non_edge,169.0,155.0
P22804,P35056,0,bipartite_non_edge,169.0,155.0
P22804,P38042,0,bipartite_non_edge,169.0,155.0
P22804,P38822,0,bipartite_non_edge,169.0,155.0
P22804,P39928,0,bipartite_non_edge,169.0,155.0
P22804,P40054,0,bipartite_non_edge,169.0,155.0
P22804,P40957,0,bipartite_non_edge,169.0,155.0
P22804,P53184,0,bipartite_non_edge,169.0,155.0
P22804,P53886,0,bipartite_non_edge,169.0,155.0
P22804,Q02939,0,bipartite_non_edge,169.0,155.0
P22804,Q04003,0,bipartite_non_edge,169.0,155.0
P22804,Q05791,0,bipartite_non_edge,169.0,155.0
P22804,Q06169,0,bipartite_non_edge,169.0,155.0
P22804,Q06410,0,bipartite_non_edge,169.0,155.0
P22804,Q12154,0,bipartite_non_edge,169.0,155.0
P22804,Q12159,0,bipartite_non_edge,169.0,155.0
P23337,P24279,0,bipartite_non_edge,169.0,155.0
P23337,P25342,0,bipartite_non_edge,169.0,155.0
P23337,P25638,0,bipartite_non_edge,169.0,155.0
P23337,P32468,0,bipartite_non_edge,169.0,155.0
P23337,P32505,0,bipartite_non_edge,169.0,155.0
P23337,P32796,0,bipartite_non_edge,169.0,155.0
P23337,P32797,0,bipartite_non_edge,169.0,155.0
P23337,P32861,0,bipartite_non_edge,169.0,155.0
P23337,P33419,0,bipartite_non_edge,169.0,155.0
P23337,P36068,0,bipartite_non_edge,169.0,155.0
P23337,P38822,0,bipartite_non_edge,169.0,155.0
P23337,P38874,0,bipartite_non_edge,169.0,155.0
P23337,P39007,0,bipartite_non_edge,169.0,155.0
P23337,P39113,0,bipartite_non_edge,169.0,155.0
P23337,P40151,0,bipartite_non_edge,169.0,155.0
P23337,P40485,0,bipartite_non_edge,169.0,155.0
P23337,P46946,0,bipartite_non_edge,169.0,155.0
P23337,P47017,0,bipartite_non_edge,169.0,155.0
P23337,P47037,0,bipartite_non_edge,169.0,155.0
P23337,P48361,0,bipartite_non_edge,169.0,155.0
P23337,P52917,0,bipartite_non_edge,169.0,155.0
P23337,P53112,0,bipartite_non_edge,169.0,155.0
P23337,P53184,0,bipartite_non_edge,169.0,155.0
P23337,P53895,0,bipartite_non_edge,169.0,155.0
P23337,P54786,0,bipartite_non_edge,169.0,155.0
P23337,P54861,0,bipartite_non_edge,169.0,155.0
P23337,P80667,0,bipartite_non_edge,169.0,155.0
P23337,Q02908,0,bipartite_non_edge,169.0,155.0
P23337,Q03954,0,bipartite_non_edge,169.0,155.0
P23337,Q04411,0,bipartite_non_edge,169.0,155.0
P23337,Q05568,0,bipartite_non_edge,169.0,155.0
P23337,Q05791,0,bipartite_non_edge,169.0,155.0
P23337,Q06410,0,bipartite_non_edge,169.0,155.0
P23337,Q08601,0,bipartite_non_edge,169.0,155.0
P23561,P27895,0,bipartite_non_edge,169.0,155.0
P23561,P28743,0,bipartite_non_edge,169.0,155.0
P23561,P28795,0,bipartite_non_edge,169.0,155.0
P23561,P31111,0,bipartite_non_edge,169.0,155.0
P23561,P32361,0,bipartite_non_edge,169.0,155.0
P23561,P32505,0,bipartite_non_edge,169.0,155.0
P23561,P32908,0,bipartite_non_edge,169.0,155.0
P23561,P33338,0,bipartite_non_edge,169.0,155.0
P23561,P33419,0,bipartite_non_edge,169.0,155.0
P23561,P38042,0,bipartite_non_edge,169.0,155.0
P23561,P40460,0,bipartite_non_edge,169.0,155.0
P23561,P40582,0,bipartite_non_edge,169.0,155.0
P23561,P46946,0,bipartite_non_edge,169.0,155.0
P23561,P47037,0,bipartite_non_edge,169.0,155.0
P23561,P47095,0,bipartite_non_edge,169.0,155.0
P23561,P53895,0,bipartite_non_edge,169.0,155.0
P23561,Q00582,0,bipartite_non_edge,169.0,155.0
P23561,Q02100,0,bipartite_non_edge,169.0,155.0
P23561,Q02908,0,bipartite_non_edge,169.0,155.0
P23561,Q04411,0,bipartite_non_edge,169.0,155.0
P23561,Q04477,0,bipartite_non_edge,169.0,155.0
P23561,Q05568,0,bipartite_non_edge,169.0,155.0
P23561,Q06440,0,bipartite_non_edge,169.0,155.0
P23561,Q06708,0,bipartite_non_edge,169.0,155.0
P23561,Q07457,0,bipartite_non_edge,169.0,155.0
P23561,Q12134,0,bipartite_non_edge,169.0,155.0
P23561,Q12154,0,bipartite_non_edge,169.0,155.0
P23561,Q12263,0,bipartite_non_edge,169.0,155.0
P23561,Q12334,0,bipartite_non_edge,169.0,155.0
P23561,Q92331,0,bipartite_non_edge,169.0,155.0
P24279,P32917,0,bipartite_non_edge,169.0,155.0
P24279,P38042,0,bipartite_non_edge,169.0,155.0
P24279,P38523,0,bipartite_non_edge,169.0,155.0
P24279,P38822,0,bipartite_non_edge,169.0,155.0
P24279,P40316,0,bipartite_non_edge,169.0,155.0
P24279,P40485,0,bipartite_non_edge,169.0,155.0
P24279,P42935,0,bipartite_non_edge,169.0,155.0
P24279,P43639,0,bipartite_non_edge,169.0,155.0
P24279,P46964,0,bipartite_non_edge,169.0,155.0
P24279,P47017,0,bipartite_non_edge,169.0,155.0
P24279,P47095,0,bipartite_non_edge,169.0,155.0
P24279,P52917,0,bipartite_non_edge,169.0,155.0
P24279,P53895,0,bipartite_non_edge,169.0,155.0
P24279,P53971,0,bipartite_non_edge,169.0,155.0
P24279,P57743,0,bipartite_non_edge,169.0,155.0
P24279,P80667,0,bipartite_non_edge,169.0,155.0
P24279,Q00582,0,bipartite_non_edge,169.0,155.0
P24279,Q02100,0,bipartite_non_edge,169.0,155.0
P24279,Q03898,0,bipartite_non_edge,169.0,155.0
P24279,Q06704,0,bipartite_non_edge,169.0,155.0
P24279,Q06706,0,bipartite_non_edge,169.0,155.0
P24279,Q12365,0,bipartite_non_edge,169.0,155.0
P24719,P27515,0,bipartite_non_edge,169.0,155.0
P24719,P29469,0,bipartite_non_edge,169.0,155.0
P24719,P32618,0,bipartite_non_edge,169.0,155.0
P24719,P32796,0,bipartite_non_edge,169.0,155.0
P24719,P33419,0,bipartite_non_edge,169.0,155.0
P24719,P38785,0,bipartite_non_edge,169.0,155.0
P24719,P38822,0,bipartite_non_edge,169.0,155.0
P24719,P39007,0,bipartite_non_edge,169.0,155.0
P24719,P39929,0,bipartite_non_edge,169.0,155.0
P24719,P40963,0,bipartite_non_edge,169.0,155.0
P24719,P43639,0,bipartite_non_edge,169.0,155.0
P24719,P46946,0,bipartite_non_edge,169.0,155.0
P24719,P47037,0,bipartite_non_edge,169.0,155.0
P24719,P52917,0,bipartite_non_edge,169.0,155.0
P24719,P53184,0,bipartite_non_edge,169.0,155.0
P24719,Q00684,0,bipartite_non_edge,169.0,155.0
P24719,Q03654,0,bipartite_non_edge,169.0,155.0
P24719,Q04477,0,bipartite_non_edge,169.0,155.0
P24719,Q04921,0,bipartite_non_edge,169.0,155.0
P24719,Q07457,0,bipartite_non_edge,169.0,155.0
P24719,Q12020,0,bipartite_non_edge,169.0,155.0
P24719,Q12390,0,bipartite_non_edge,169.0,155.0
P24719,Q12446,0,bipartite_non_edge,169.0,155.0
P25293,P25342,0,bipartite_non_edge,169.0,155.0
P25293,P32797,0,bipartite_non_edge,169.0,155.0
P25293,P36094,0,bipartite_non_edge,169.0,155.0
P25293,P38853,0,bipartite_non_edge,169.0,155.0
P25293,P42935,0,bipartite_non_edge,169.0,155.0
P25293,P46954,0,bipartite_non_edge,169.0,155.0
P25293,P47037,0,bipartite_non_edge,169.0,155.0
P25293,Q00684,0,bipartite_non_edge,169.0,155.0
P25293,Q04048,0,bipartite_non_edge,169.0,155.0
P25293,Q05080,0,bipartite_non_edge,169.0,155.0
P25293,Q05791,0,bipartite_non_edge,169.0,155.0
P25293,Q12084,0,bipartite_non_edge,169.0,155.0
P25293,Q12329,0,bipartite_non_edge,169.0,155.0
P25293,Q12446,0,bipartite_non_edge,169.0,155.0
P25342,P27515,0,bipartite_non_edge,169.0,155.0
P25342,P29469,0,bipartite_non_edge,169.0,155.0
P25342,P30771,0,bipartite_non_edge,169.0,155.0
P25342,P32504,0,bipartite_non_edge,169.0,155.0
P25342,P35056,0,bipartite_non_edge,169.0,155.0
P25342,P35191,0,bipartite_non_edge,169.0,155.0
P25342,P38822,0,bipartite_non_edge,169.0,155.0
P25342,P38930,0,bipartite_non_edge,169.0,155.0
P25342,P40089,0,bipartite_non_edge,169.0,155.0
P25342,P40485,0,bipartite_non_edge,169.0,155.0
P25342,P52917,0,bipartite_non_edge,169.0,155.0
P25342,Q03818,0,bipartite_non_edge,169.0,155.0
P25342,Q03898,0,bipartite_non_edge,169.0,155.0
P25342,Q04411,0,bipartite_non_edge,169.0,155.0
P25342,Q04868,0,bipartite_non_edge,169.0,155.0
P25342,Q06704,0,bipartite_non_edge,169.0,155.0
P25342,Q07457,0,bipartite_non_edge,169.0,155.0
P25342,Q12159,0,bipartite_non_edge,169.0,155.0
P25342,Q3E7C1,0,bipartite_non_edge,169.0,155.0
P25342,Q92331,0,bipartite_non_edge,169.0,155.0
P25367,P28795,0,bipartite_non_edge,169.0,155.0
P25367,P32504,0,bipartite_non_edge,169.0,155.0
P25367,P32796,0,bipartite_non_edge,169.0,155.0
P25367,P33338,0,bipartite_non_edge,169.0,155.0
P25367,P36036,0,bipartite_non_edge,169.0,155.0
P25367,P38874,0,bipartite_non_edge,169.0,155.0
P25367,P38930,0,bipartite_non_edge,169.0,155.0
P25367,P39007,0,bipartite_non_edge,169.0,155.0
P25367,P40485,0,bipartite_non_edge,169.0,155.0
P25367,P47037,0,bipartite_non_edge,169.0,155.0
P25367,P50623,0,bipartite_non_edge,169.0,155.0
P25367,P53253,0,bipartite_non_edge,169.0,155.0
P25367,P53971,0,bipartite_non_edge,169.0,155.0
P25367,Q02939,0,bipartite_non_edge,169.0,155.0
P25367,Q03790,0,bipartite_non_edge,169.0,155.0
P25367,Q12134,0,bipartite_non_edge,169.0,155.0
P25367,Q12263,0,bipartite_non_edge,169.0,155.0
P25367,Q12446,0,bipartite_non_edge,169.0,155.0
P25454,P27895,0,bipartite_non_edge,169.0,155.0
P25454,P32468,0,bipartite_non_edge,169.0,155.0
P25454,P32917,0,bipartite_non_edge,169.0,155.0
P25454,P35056,0,bipartite_non_edge,169.0,155.0
P25454,P35191,0,bipartite_non_edge,169.0,155.0
P25454,P38042,0,bipartite_non_edge,169.0,155.0
P25454,P39113,0,bipartite_non_edge,169.0,155.0
P25454,P40054,0,bipartite_non_edge,169.0,155.0
P25454,P40089,0,bipartite_non_edge,169.0,155.0
P25454,P40151,0,bipartite_non_edge,169.0,155.0
P25454,P40582,0,bipartite_non_edge,169.0,155.0
P25454,P43639,0,bipartite_non_edge,169.0,155.0
P25454,P47011,0,bipartite_non_edge,169.0,155.0
P25454,P52917,0,bipartite_non_edge,169.0,155.0
P25454,P80667,0,bipartite_non_edge,169.0,155.0
P25454,Q00684,0,bipartite_non_edge,169.0,155.0
P25454,Q02884,0,bipartite_non_edge,169.0,155.0
P25454,Q03654,0,bipartite_non_edge,169.0,155.0
P25454,Q04411,0,bipartite_non_edge,169.0,155.0
P25454,Q04868,0,bipartite_non_edge,169.0,155.0
P25454,Q06704,0,bipartite_non_edge,169.0,155.0
P25454,Q12263,0,bipartite_non_edge,169.0,155.0
P25638,P32796,0,bipartite_non_edge,169.0,155.0
P25638,P32908,0,bipartite_non_edge,169.0,155.0
P25638,P33419,0,bipartite_non_edge,169.0,155.0
P25638,P34730,0,bipartite_non_edge,169.0,155.0
P25638,P38523,0,bipartite_non_edge,169.0,155.0
P25638,P39998,0,bipartite_non_edge,169.0,155.0
P25638,P40963,0,bipartite_non_edge,169.0,155.0
P25638,P43605,0,bipartite_non_edge,169.0,155.0
P25638,P47037,0,bipartite_non_edge,169.0,155.0
P25638,P52891,0,bipartite_non_edge,169.0,155.0
P25638,P52917,0,bipartite_non_edge,169.0,155.0
P25638,P53112,0,bipartite_non_edge,169.0,155.0
P25638,P53971,0,bipartite_non_edge,169.0,155.0
P25638,P54786,0,bipartite_non_edge,169.0,155.0
P25638,P54861,0,bipartite_non_edge,169.0,155.0
P25638,Q02884,0,bipartite_non_edge,169.0,155.0
P25638,Q03954,0,bipartite_non_edge,169.0,155.0
P25638,Q04048,0,bipartite_non_edge,169.0,155.0
P25638,Q05568,0,bipartite_non_edge,169.0,155.0
P25638,Q06704,0,bipartite_non_edge,169.0,155.0
P25638,Q12263,0,bipartite_non_edge,169.0,155.0
P25638,Q12440,0,bipartite_non_edge,169.0,155.0
P26343,P29340,0,bipartite_non_edge,169.0,155.0
P26343,P32908,0,bipartite_non_edge,169.0,155.0
P26343,P36068,0,bipartite_non_edge,169.0,155.0
P26343,P39929,0,bipartite_non_edge,169.0,155.0
P26343,P39998,0,bipartite_non_edge,169.0,155.0
P26343,P40151,0,bipartite_non_edge,169.0,155.0
P26343,P40969,0,bipartite_non_edge,169.0,155.0
P26343,P47011,0,bipartite_non_edge,169.0,155.0
P26343,P53184,0,bipartite_non_edge,169.0,155.0
P26343,P53886,0,bipartite_non_edge,169.0,155.0
P26343,Q00582,0,bipartite_non_edge,169.0,155.0
P26343,Q00684,0,bipartite_non_edge,169.0,155.0
P26343,Q03818,0,bipartite_non_edge,169.0,155.0
P26343,Q04868,0,bipartite_non_edge,169.0,155.0
P26343,Q05080,0,bipartite_non_edge,169.0,155.0
P26343,Q12066,0,bipartite_non_edge,169.0,155.0
P26343,Q12329,0,bipartite_non_edge,169.0,155.0
P27515,P29340,0,bipartite_non_edge,169.0,155.0
P27515,P32361,0,bipartite_non_edge,169.0,155.0
P27515,P32458,0,bipartite_non_edge,169.0,155.0
P27515,P32618,0,bipartite_non_edge,169.0,155.0
P27515,P32797,0,bipartite_non_edge,169.0,155.0
P27515,P36036,0,bipartite_non_edge,169.0,155.0
P27515,P39723,0,bipartite_non_edge,169.0,155.0
P27515,P39929,0,bipartite_non_edge,169.0,155.0
P27515,P40073,0,bipartite_non_edge,169.0,155.0
P27515,P40316,0,bipartite_non_edge,169.0,155.0
P27515,P41921,0,bipartite_non_edge,169.0,155.0
P27515,P43639,0,bipartite_non_edge,169.0,155.0
P27515,P46946,0,bipartite_non_edge,169.0,155.0
P27515,P46954,0,bipartite_non_edge,169.0,155.0
P27515,P47129,0,bipartite_non_edge,169.0,155.0
P27515,P52917,0,bipartite_non_edge,169.0,155.0
P27515,P53886,0,bipartite_non_edge,169.0,155.0
P27515,Q02100,0,bipartite_non_edge,169.0,155.0
P27515,Q03654,0,bipartite_non_edge,169.0,155.0
P27515,Q04003,0,bipartite_non_edge,169.0,155.0
P27515,Q04477,0,bipartite_non_edge,169.0,155.0
P27515,Q05580,0,bipartite_non_edge,169.0,155.0
P27515,Q08581,0,bipartite_non_edge,169.0,155.0
P27515,Q12066,0,bipartite_non_edge,169.0,155.0
P27515,Q12102,0,bipartite_non_edge,169.0,155.0
P27515,Q12159,0,bipartite_non_edge,169.0,155.0
P27515,Q12334,0,bipartite_non_edge,169.0,155.0
P27515,Q12365,0,bipartite_non_edge,169.0,155.0
P27515,Q12446,0,bipartite_non_edge,169.0,155.0
P27895,P32618,0,bipartite_non_edge,169.0,155.0
P27895,P33338,0,bipartite_non_edge,169.0,155.0
P27895,P38822,0,bipartite_non_edge,169.0,155.0
P27895,P38874,0,bipartite_non_edge,169.0,155.0
P27895,P40202,0,bipartite_non_edge,169.0,155.0
P27895,P43639,0,bipartite_non_edge,169.0,155.0
P27895,P46946,0,bipartite_non_edge,169.0,155.0
P27895,P46964,0,bipartite_non_edge,169.0,155.0
P27895,P47011,0,bipartite_non_edge,169.0,155.0
P27895,P52891,0,bipartite_non_edge,169.0,155.0
P27895,Q00684,0,bipartite_non_edge,169.0,155.0
P27895,Q03790,0,bipartite_non_edge,169.0,155.0
P27895,Q04003,0,bipartite_non_edge,169.0,155.0
P27895,Q04048,0,bipartite_non_edge,169.0,155.0
P27895,Q04868,0,bipartite_non_edge,169.0,155.0
P27895,Q04921,0,bipartite_non_edge,169.0,155.0
P27895,Q12084,0,bipartite_non_edge,169.0,155.0
P27895,Q92331,0,bipartite_non_edge,169.0,155.0
P28743,P32618,0,bipartite_non_edge,169.0,155.0
P28743,P32639,0,bipartite_non_edge,169.0,155.0
P28743,P34730,0,bipartite_non_edge,169.0,155.0
P28743,P35056,0,bipartite_non_edge,169.0,155.0
P28743,P38822,0,bipartite_non_edge,169.0,155.0
P28743,P38874,0,bipartite_non_edge,169.0,155.0
P28743,P40089,0,bipartite_non_edge,169.0,155.0
P28743,P40485,0,bipartite_non_edge,169.0,155.0
P28743,P42935,0,bipartite_non_edge,169.0,155.0
P28743,P47017,0,bipartite_non_edge,169.0,155.0
P28743,P47129,0,bipartite_non_edge,169.0,155.0
P28743,P53253,0,bipartite_non_edge,169.0,155.0
P28743,P54786,0,bipartite_non_edge,169.0,155.0
P28743,Q03818,0,bipartite_non_edge,169.0,155.0
P28743,Q04868,0,bipartite_non_edge,169.0,155.0
P28743,Q06440,0,bipartite_non_edge,169.0,155.0
P28743,Q06706,0,bipartite_non_edge,169.0,155.0
P28743,Q06708,0,bipartite_non_edge,169.0,155.0
P28743,Q12159,0,bipartite_non_edge,169.0,155.0
P28795,P32468,0,bipartite_non_edge,169.0,155.0
P28795,P33338,0,bipartite_non_edge,169.0,155.0
P28795,P36094,0,bipartite_non_edge,169.0,155.0
P28795,P39928,0,bipartite_non_edge,169.0,155.0
P28795,P39998,0,bipartite_non_edge,169.0,155.0
P28795,P40957,0,bipartite_non_edge,169.0,155.0
P28795,P41543,0,bipartite_non_edge,169.0,155.0
P28795,P46954,0,bipartite_non_edge,169.0,155.0
P28795,P46964,0,bipartite_non_edge,169.0,155.0
P28795,P47011,0,bipartite_non_edge,169.0,155.0
P28795,P47017,0,bipartite_non_edge,169.0,155.0
P28795,P47025,0,bipartite_non_edge,169.0,155.0
P28795,P53184,0,bipartite_non_edge,169.0,155.0
P28795,P53253,0,bipartite_non_edge,169.0,155.0
P28795,P53971,0,bipartite_non_edge,169.0,155.0
P28795,Q00684,0,bipartite_non_edge,169.0,155.0
P28795,Q02884,0,bipartite_non_edge,169.0,155.0
P28795,Q03818,0,bipartite_non_edge,169.0,155.0
P28795,Q03860,0,bipartite_non_edge,169.0,155.0
P28795,Q04048,0,bipartite_non_edge,169.0,155.0
P28795,Q05791,0,bipartite_non_edge,169.0,155.0
P28795,Q06410,0,bipartite_non_edge,169.0,155.0
P29340,P31111,0,bipartite_non_edge,169.0,155.0
P29340,P32829,0,bipartite_non_edge,169.0,155.0
P29340,P38785,0,bipartite_non_edge,169.0,155.0
P29340,P39007,0,bipartite_non_edge,169.0,155.0
P29340,P40325,0,bipartite_non_edge,169.0,155.0
P29340,P40963,0,bipartite_non_edge,169.0,155.0
P29340,P47095,0,bipartite_non_edge,169.0,155.0
P29340,P54786,0,bipartite_non_edge,169.0,155.0
P29340,P54861,0,bipartite_non_edge,169.0,155.0
P29340,Q02939,0,bipartite_non_edge,169.0,155.0
P29340,Q06708,0,bipartite_non_edge,169.0,155.0
P29469,P30771,0,bipartite_non_edge,169.0,155.0
P29469,P31111,0,bipartite_non_edge,169.0,155.0
P29469,P32468,0,bipartite_non_edge,169.0,155.0
P29469,P32523,0,bipartite_non_edge,169.0,155.0
P29469,P32797,0,bipartite_non_edge,169.0,155.0
P29469,P32849,0,bipartite_non_edge,169.0,155.0
P29469,P32917,0,bipartite_non_edge,169.0,155.0
P29469,P33338,0,bipartite_non_edge,169.0,155.0
P29469,P35191,0,bipartite_non_edge,169.0,155.0
P29469,P38339,0,bipartite_non_edge,169.0,155.0
P29469,P38930,0,bipartite_non_edge,169.0,155.0
P29469,P39723,0,bipartite_non_edge,169.0,155.0
P29469,P39928,0,bipartite_non_edge,169.0,155.0
P29469,P40202,0,bipartite_non_edge,169.0,155.0
P29469,P42935,0,bipartite_non_edge,169.0,155.0
P29469,P47025,0,bipartite_non_edge,169.0,155.0
P29469,P52917,0,bipartite_non_edge,169.0,155.0
P29469,P53112,0,bipartite_non_edge,169.0,155.0
P29469,P54861,0,bipartite_non_edge,169.0,155.0
P29469,P81449,0,bipartite_non_edge,169.0,155.0
P29469,Q04048,0,bipartite_non_edge,169.0,155.0
P29469,Q06708,0,bipartite_non_edge,169.0,155.0
P29469,Q08601,0,bipartite_non_edge,169.0,155.0
P30771,P32389,0,bipartite_non_edge,169.0,155.0
P30771,P32908,0,bipartite_non_edge,169.0,155.0
P30771,P33338,0,bipartite_non_edge,169.0,155.0
P30771,P38822,0,bipartite_non_edge,169.0,155.0
P30771,P38853,0,bipartite_non_edge,169.0,155.0
P30771,P38874,0,bipartite_non_edge,169.0,155.0
P30771,P39081,0,bipartite_non_edge,169.0,155.0
P30771,P40073,0,bipartite_non_edge,169.0,155.0
P30771,P40316,0,bipartite_non_edge,169.0,155.0
P30771,P41921,0,bipartite_non_edge,169.0,155.0
P30771,P47011,0,bipartite_non_edge,169.0,155.0
P30771,P53184,0,bipartite_non_edge,169.0,155.0
P30771,P53886,0,bipartite_non_edge,169.0,155.0
P30771,P54786,0,bipartite_non_edge,169.0,155.0
P30771,P61829,0,bipartite_non_edge,169.0,155.0
P30771,Q00684,0,bipartite_non_edge,169.0,155.0
P30771,Q02884,0,bipartite_non_edge,169.0,155.0
P30771,Q03954,0,bipartite_non_edge,169.0,155.0
P30771,Q04003,0,bipartite_non_edge,169.0,155.0
P30771,Q04411,0,bipartite_non_edge,169.0,155.0
P30771,Q05791,0,bipartite_non_edge,169.0,155.0
P30771,Q06410,0,bipartite_non_edge,169.0,155.0
P30771,Q92331,0,bipartite_non_edge,169.0,155.0
P30822,P32361,0,bipartite_non_edge,169.0,155.0
P30822,P32917,0,bipartite_non_edge,169.0,155.0
P30822,P36094,0,bipartite_non_edge,169.0,155.0
P30822,P38822,0,bipartite_non_edge,169.0,155.0
P30822,P38853,0,bipartite_non_edge,169.0,155.0
