Protein Identifier,AAC_A,AAC_R,AAC_N,AAC_D,AAC_C,AAC_Q,AAC_E,AAC_G,AAC_H,AAC_I,AAC_L,AAC_K,AAC_M,AAC_F,AAC_P,AAC_S,AAC_T,AAC_W,AAC_Y,AAC_V,PSSM_A,PSSM_R,PSSM_N,PSSM_D,PSSM_C,PSSM_Q,PSSM_E,PSSM_G,PSSM_H,PSSM_I,PSSM_L,PSSM_K,PSSM_M,PSSM_F,PSSM_P,PSSM_S,PSSM_T,PSSM_W,PSSM_Y,PSSM_V
Q02895,0.049707602339181284,0.05555555555555555,0.04093567251461988,0.05263157894736842,0.011695906432748537,0.03508771929824561,0.0847953216374269,0.04678362573099415,0.03216374269005848,0.07894736842105263,0.1023391812865497,0.07894736842105263,0.029239766081871343,0.038011695906432746,0.03216374269005848,0.06432748538011696,0.05263157894736842,0.014619883040935672,0.04093567251461988,0.05847953216374269,-0.6871345029239766,-0.8801169590643275,-0.8362573099415205,-1.1666666666666667,-1.9298245614035088,-0.5263157894736842,-0.5555555555555556,-1.804093567251462,-1.0584795321637428,-1.0263157894736843,-0.935672514619883,-0.5497076023391813,-0.5584795321637427,-1.394736842105263,-1.631578947368421,-0.4415204678362573,-0.5789473684210527,-2.2251461988304095,-1.0818713450292399,-0.8070175438596491
Q02908,0.0466786355475763,0.07540394973070018,0.02872531418312388,0.05745062836624776,0.019748653500897665,0.03590664272890485,0.06463195691202872,0.07360861759425494,0.025134649910233394,0.059245960502693,0.08797127468581688,0.07540394973070018,0.02333931777378815,0.02333931777378815,0.04847396768402154,0.05565529622980251,0.06642728904847396,0.005385996409335727,0.06104129263913824,0.06642728904847396,-0.6355475763016158,-0.8078994614003591,-0.8402154398563735,-1.163375224416517,-1.8797127468581687,-0.5368043087971275,-0.6319569120287253,-1.5798922800718134,-1.0879712746858168,-1.2136445242369838,-1.1310592459605027,-0.5403949730700179,-0.7145421903052065,-1.5673249551166966,-1.4470377019748653,-0.4398563734290844,-0.5368043087971275,-2.3052064631956912,-1.118491921005386,-0.9066427289048474
Q02939,0.04873294346978557,0.03313840155945419,0.06042884990253411,0.05458089668615984,0.003898635477582846,0.05263157894736842,0.06627680311890838,0.03898635477582846,0.017543859649122806,0.06237816764132553,0.1364522417153996,0.08187134502923976,0.031189083820662766,0.04093567251461988,0.03508771929824561,0.07797270955165692,0.056530214424951264,0.009746588693957114,0.031189083820662766,0.06042884990253411,-0.6647173489278753,-0.9571150097465887,-0.7309941520467836,-1.1481481481481481,-1.9415204678362572,-0.47368421052631576,-0.6003898635477583,-1.8245614035087718,-1.2222222222222223,-0.9512670565302144,-0.7699805068226121,-0.5341130604288499,-0.43079922027290446,-1.4074074074074074,-1.5808966861598441,-0.33528265107212474,-0.47368421052631576,-2.3255360623781676,-1.1910331384015596,-0.7504873294346979
Q03034,0.0636182902584493,0.027833001988071572,0.02584493041749503,0.05964214711729622,0.02186878727634195,0.02584493041749503,0.06958250497017893,0.06560636182902585,0.02982107355864811,0.07554671968190854,0.09343936381709742,0.0775347912524851,0.02385685884691849,0.041749502982107355,0.06759443339960239,0.05765407554671968,0.05765407554671968,0.013916500994035786,0.033797216699801194,0.06759443339960239,-0.5725646123260437,-1.1848906560636183,-1.0318091451292246,-1.1809145129224652,-1.7753479125248508,-0.7475149105367793,-0.73558648111332,-1.6481113320079523,-1.2644135188866799,-1.0318091451292246,-1.021868787276342,-0.7435387673956262,-0.6660039761431411,-1.459244532803181,-1.31610337972167,-0.4592445328031809,-0.5666003976143141,-2.280318091451292,-1.2186878727634194,-0.7475149105367793
Q03063,0.07964601769911504,0.05309734513274336,0.07300884955752213,0.046460176991150445,0.0022123893805309734,0.0420353982300885,0.061946902654867256,0.05752212389380531,0.02654867256637168,0.035398230088495575,0.0420353982300885,0.061946902654867256,0.030973451327433628,0.01991150442477876,0.08185840707964602,0.14380530973451328,0.06637168141592921,0.004424778761061947,0.035398230088495575,0.035398230088495575,-0.36283185840707965,-0.7079646017699115,-0.2234513274336283,-0.7477876106194691,-2.0287610619469025,-0.26548672566371684,-0.31194690265486724,-1.1792035398230087,-0.9026548672566371,-1.6924778761061947,-1.6039823008849559,-0.33849557522123896,-0.9358407079646017,-1.9314159292035398,-0.9247787610619469,0.25,-0.26991150442477874,-2.584070796460177,-1.4579646017699115,-1.3030973451327434
Q03071,0.06060606060606061,0.030303030303030304,0.020202020202020204,0.08080808080808081,0.0,0.020202020202020204,0.13131313131313133,0.030303030303030304,0.010101010101010102,0.08080808080808081,0.1111111111111111,0.0707070707070707,0.04040404040404041,0.04040404040404041,0.04040404040404041,0.1111111111111111,0.030303030303030304,0.0,0.050505050505050504,0.04040404040404041,-0.5757575757575758,-1.0404040404040404,-0.8787878787878788,-0.797979797979798,-2.0303030303030303,-0.4444444444444444,-0.2222222222222222,-1.8484848484848484,-1.202020202020202,-0.98989898989899,-0.9292929292929293,-0.5252525252525253,-0.5454545454545454,-1.3737373737373737,-1.4545454545454546,-0.21212121212121213,-0.6060606060606061,-2.4444444444444446,-1.1616161616161615,-0.797979797979798
Q03654,0.0711864406779661,0.059322033898305086,0.05423728813559322,0.05254237288135593,0.005084745762711864,0.061016949152542375,0.10847457627118644,0.03898305084745763,0.015254237288135594,0.04915254237288136,0.08813559322033898,0.10677966101694915,0.025423728813559324,0.020338983050847456,0.05254237288135593,0.061016949152542375,0.04745762711864407,0.006779661016949152,0.030508474576271188,0.04576271186440678,-0.5711864406779661,-0.5406779661016949,-0.5576271186440678,-0.8440677966101695,-2.142372881355932,-0.09661016949152543,-0.08983050847457627,-1.664406779661017,-1.0525423728813559,-1.4474576271186441,-1.2542372881355932,-0.09322033898305085,-0.7254237288135593,-1.8644067796610169,-1.2457627118644068,-0.2288135593220339,-0.5338983050847458,-2.523728813559322,-1.4101694915254237,-1.0728813559322035
Q03790,0.061052631578947365,0.04,0.09473684210526316,0.05052631578947368,0.002105263157894737,0.042105263157894736,0.05473684210526316,0.05263157894736842,0.010526315789473684,0.056842105263157895,0.07578947368421053,0.0968421052631579,0.008421052631578947,0.04842105263157895,0.056842105263157895,0.13263157894736843,0.05473684210526316,0.014736842105263158,0.01263157894736842,0.03368421052631579,-0.5326315789473685,-0.7852631578947369,-0.22526315789473683,-0.8147368421052632,-2.046315789473684,-0.40421052631578946,-0.42736842105263156,-1.3221052631578947,-1.1263157894736842,-1.5010526315789474,-1.3789473684210527,-0.2968421052631579,-0.8736842105263158,-1.7242105263157894,-1.2694736842105263,0.12421052631578948,-0.35578947368421054,-2.4842105263157896,-1.4863157894736843,-1.2294736842105263
Q03818,0.05333333333333334,0.06,0.08666666666666667,0.07333333333333333,0.0,0.04666666666666667,0.11333333333333333,0.04,0.02,0.07333333333333333,0.12666666666666668,0.11333333333333333,0.02,0.013333333333333334,0.006666666666666667,0.06,0.06,0.006666666666666667,0.0,0.02666666666666667,-0.6933333333333334,-0.47333333333333333,-0.23333333333333334,-0.6466666666666666,-2.2,-0.14666666666666667,-0.03333333333333333,-1.6666666666666667,-1.0666666666666667,-1.3266666666666667,-1.1,-0.05333333333333334,-0.6933333333333334,-1.9333333333333333,-1.66,-0.16666666666666666,-0.43333333333333335,-2.6866666666666665,-1.6533333333333333,-1.08
Q03860,0.06993006993006994,0.02097902097902098,0.04195804195804196,0.06293706293706294,0.006993006993006993,0.013986013986013986,0.02097902097902098,0.06993006993006994,0.006993006993006993,0.13286713286713286,0.11888111888111888,0.02097902097902098,0.02097902097902098,0.11188811188811189,0.04195804195804196,0.0979020979020979,0.02097902097902098,0.0,0.055944055944055944,0.06293706293706294,-0.5734265734265734,-1.6923076923076923,-1.2587412587412588,-1.5314685314685315,-1.6503496503496504,-1.2937062937062938,-1.3916083916083917,-1.7202797202797202,-1.4965034965034965,-0.34265734265734266,-0.4825174825174825,-1.4125874125874125,-0.3776223776223776,-0.5454545454545454,-1.8531468531468531,-0.5384615384615384,-0.7482517482517482,-2.13986013986014,-0.7342657342657343,-0.38461538461538464
Q03898,0.020618556701030927,0.06529209621993128,0.0859106529209622,0.048109965635738834,0.006872852233676976,0.05154639175257732,0.07216494845360824,0.041237113402061855,0.01718213058419244,0.07216494845360824,0.09965635738831616,0.10996563573883161,0.027491408934707903,0.030927835051546393,0.054982817869415807,0.09621993127147767,0.061855670103092786,0.0,0.003436426116838488,0.03436426116838488,-0.7457044673539519,-0.5360824742268041,-0.26804123711340205,-0.8625429553264605,-2.1099656357388317,-0.24398625429553264,-0.3161512027491409,-1.6632302405498283,-1.1065292096219932,-1.3470790378006874,-1.1546391752577319,-0.1134020618556701,-0.6494845360824743,-1.8694158075601375,-1.288659793814433,-0.09965635738831616,-0.38831615120274915,-2.7147766323024056,-1.604810996563574,-1.1030927835051547
Q03954,0.04242424242424243,0.05454545454545454,0.04242424242424243,0.09090909090909091,0.006060606060606061,0.048484848484848485,0.12121212121212122,0.030303030303030304,0.0,0.01818181818181818,0.15151515151515152,0.10303030303030303,0.048484848484848485,0.006060606060606061,0.024242424242424242,0.07272727272727272,0.05454545454545454,0.0,0.01818181818181818,0.06666666666666667,-0.6424242424242425,-0.6121212121212121,-0.593939393939394,-0.6727272727272727,-2.0727272727272728,-0.08484848484848485,-0.012121212121212121,-1.8363636363636364,-1.3212121212121213,-1.2181818181818183,-0.9212121212121213,-0.09090909090909091,-0.46060606060606063,-1.896969696969697,-1.4545454545454546,-0.22424242424242424,-0.4303030303030303,-2.6545454545454548,-1.6181818181818182,-0.9030303030303031
Q04003,0.037422037422037424,0.07068607068607069,0.06444906444906445,0.04781704781704782,0.010395010395010396,0.035343035343035345,0.09563409563409564,0.02702702702702703,0.018711018711018712,0.079002079002079,0.06860706860706861,0.11226611226611227,0.031185031185031187,0.02286902286902287,0.04781704781704782,0.09355509355509356,0.06444906444906445,0.006237006237006237,0.014553014553014554,0.05197505197505198,-0.6528066528066528,-0.5363825363825364,-0.4386694386694387,-0.8731808731808732,-2.0374220374220373,-0.2577962577962578,-0.21413721413721415,-1.7713097713097714,-1.0914760914760915,-1.2785862785862785,-1.1954261954261953,-0.09355509355509356,-0.6632016632016632,-1.8461538461538463,-1.313929313929314,-0.13097713097713098,-0.36174636174636177,-2.6216216216216215,-1.5114345114345114,-0.9771309771309772
Q04048,0.05238649592549476,0.050058207217694994,0.04540162980209546,0.05238649592549476,0.01629802095459837,0.03608847497089639,0.0989522700814901,0.03259604190919674,0.01629802095459837,0.07683352735739232,0.10942956926658906,0.06752037252619325,0.01979045401629802,0.04307334109429569,0.03143189755529686,0.08847497089639116,0.047729918509895226,0.02211874272409779,0.048894062863795114,0.04423748544819558,-0.670547147846333,-0.9441210710128056,-0.8335273573923166,-1.1164144353899883,-1.859138533178114,-0.509895227008149,-0.5029103608847497,-1.859138533178114,-1.130384167636787,-1.0547147846332945,-0.9348079161816065,-0.5925494761350407,-0.5937136204889406,-1.3178114086146682,-1.6554132712456344,-0.3457508731082654,-0.5576251455180442,-2.1047729918509894,-1.020954598370198,-0.8731082654249127
Q04411,0.050518134715025906,0.04792746113989637,0.08160621761658031,0.06476683937823834,0.02072538860103627,0.025906735751295335,0.05569948186528497,0.04145077720207254,0.027202072538860103,0.06606217616580311,0.10233160621761658,0.07772020725388601,0.019430051813471502,0.06606217616580311,0.031088082901554404,0.08678756476683938,0.05699481865284974,0.006476683937823834,0.03626943005181347,0.034974093264248704,-0.7085492227979274,-0.927461139896373,-0.5025906735751295,-1.0155440414507773,-1.8134715025906736,-0.6373056994818653,-0.6709844559585493,-1.6800518134715026,-1.0077720207253886,-1.16580310880829,-1.0505181347150259,-0.5919689119170984,-0.6904145077720207,-1.2901554404145077,-1.672279792746114,-0.24093264248704663,-0.4948186528497409,-2.327720207253886,-1.0971502590673574,-1.0259067357512954
Q04461,0.05194805194805195,0.08441558441558442,0.0735930735930736,0.06060606060606061,0.004329004329004329,0.04112554112554113,0.08441558441558442,0.06493506493506493,0.01948051948051948,0.05627705627705628,0.07142857142857142,0.05627705627705628,0.021645021645021644,0.032467532467532464,0.05411255411255411,0.08441558441558442,0.06926406926406926,0.004329004329004329,0.030303030303030304,0.03463203463203463,-0.6233766233766234,-0.6103896103896104,-0.3246753246753247,-0.7727272727272727,-2.134199134199134,-0.3203463203463203,-0.30735930735930733,-1.378787878787879,-0.9761904761904762,-1.525974025974026,-1.4177489177489178,-0.3961038961038961,-0.8831168831168831,-1.7965367965367964,-1.300865800865801,-0.11471861471861472,-0.4069264069264069,-2.5324675324675323,-1.4242424242424243,-1.2294372294372293
Q04477,0.03286384976525822,0.046948356807511735,0.07981220657276995,0.0892018779342723,0.0,0.023474178403755867,0.1267605633802817,0.03286384976525822,0.009389671361502348,0.07511737089201878,0.13145539906103287,0.11267605633802817,0.014084507042253521,0.018779342723004695,0.023474178403755867,0.07981220657276995,0.018779342723004695,0.004694835680751174,0.023474178403755867,0.056338028169014086,-0.7981220657276995,-0.7276995305164319,-0.39436619718309857,-0.596244131455399,-2.2300469483568075,-0.3004694835680751,-0.046948356807511735,-1.7887323943661972,-1.1408450704225352,-1.1690140845070423,-1.056338028169014,-0.1643192488262911,-0.6995305164319249,-1.7699530516431925,-1.5821596244131455,-0.2676056338028169,-0.647887323943662,-2.6901408450704225,-1.483568075117371,-0.9671361502347418
Q04673,0.0455531453362256,0.06073752711496746,0.039045553145336226,0.0650759219088937,0.04338394793926247,0.0455531453362256,0.06290672451193059,0.04772234273318872,0.039045553145336226,0.0650759219088937,0.08893709327548807,0.0737527114967462,0.021691973969631236,0.039045553145336226,0.04772234273318872,0.07592190889370933,0.049891540130151846,0.004338394793926247,0.019522776572668113,0.0650759219088937,-0.6247288503253796,-0.8850325379609545,-0.7765726681127982,-1.0498915401301518,-1.6095444685466378,-0.5292841648590022,-0.6073752711496746,-1.7288503253796095,-1.0845986984815619,-1.1605206073752712,-1.1019522776572668,-0.5683297180043384,-0.6724511930585684,-1.6117136659436009,-1.4555314533622559,-0.34273318872017355,-0.5488069414316703,-2.4793926247288502,-1.3297180043383947,-0.9154013015184381
Q04868,0.040293040293040296,0.02197802197802198,0.0989010989010989,0.04395604395604396,0.014652014652014652,0.040293040293040296,0.040293040293040296,0.02564102564102564,0.03663003663003663,0.0695970695970696,0.12454212454212454,0.047619047619047616,0.014652014652014652,0.05860805860805861,0.040293040293040296,0.13553113553113552,0.05128205128205128,0.003663003663003663,0.02564102564102564,0.06593406593406594,-0.6410256410256411,-1.1538461538461537,-0.4468864468864469,-1.1428571428571428,-1.7326007326007327,-0.673992673992674,-0.8058608058608059,-1.7692307692307692,-1.0183150183150182,-0.8864468864468864,-0.8241758241758241,-0.7875457875457875,-0.5238095238095238,-1.271062271062271,-1.5970695970695972,-0.09523809523809523,-0.3663003663003663,-2.446886446886447,-1.10989010989011,-0.7875457875457875
Q04921,0.03309692671394799,0.04964539007092199,0.08037825059101655,0.09219858156028368,0.01182033096926714,0.030732860520094562,0.06619385342789598,0.04964539007092199,0.02127659574468085,0.07328605200945626,0.09929078014184398,0.08747044917257683,0.01182033096926714,0.026004728132387706,0.03309692671394799,0.07328605200945626,0.0591016548463357,0.002364066193853428,0.04018912529550828,0.0591016548463357,-0.7730496453900709,-0.8699763593380615,-0.38534278959810875,-0.723404255319149,-2.0047281323877066,-0.49645390070921985,-0.4326241134751773,-1.6312056737588652,-1.0567375886524824,-1.198581560283688,-1.1749408983451537,-0.45390070921985815,-0.7943262411347518,-1.657210401891253,-1.541371158392435,-0.2647754137115839,-0.4657210401891253,-2.5721040189125297,-1.3144208037825058,-0.9787234042553191
Q05080,0.04783258594917788,0.061285500747384154,0.06427503736920777,0.059790732436472344,0.005979073243647235,0.053811659192825115,0.06576980568011959,0.04484304932735426,0.02242152466367713,0.05530642750373692,0.07772795216741404,0.08221225710014948,0.0343796711509716,0.029895366218236172,0.03736920777279522,0.11659192825112108,0.059790732436472344,0.01046337817638266,0.028400597907324365,0.04185351270553064,-0.600896860986547,-0.6606875934230194,-0.38565022421524664,-0.8505231689088192,-2.0104633781763828,-0.2526158445440957,-0.34977578475336324,-1.5306427503736921,-1.0,-1.390134529147982,-1.2466367713004485,-0.29895366218236175,-0.6816143497757847,-1.695067264573991,-1.4260089686098654,-0.02092675635276532,-0.3901345291479821,-2.420029895366218,-1.3423019431988041,-1.1195814648729447
Q05567,0.06281833616298811,0.035653650254668934,0.044142614601018676,0.04923599320882852,0.015280135823429542,0.025466893039049237,0.04923599320882852,0.07979626485568761,0.03225806451612903,0.06281833616298811,0.100169779286927,0.06791171477079797,0.030560271646859084,0.04074702886247878,0.04923599320882852,0.0730050933786078,0.05263157894736842,0.011884550084889643,0.04584040747028863,0.07130730050933787,-0.5568760611205433,-1.134125636672326,-0.8760611205432938,-1.2886247877758914,-1.797962648556876,-0.7640067911714771,-0.8641765704584041,-1.4821731748726656,-1.1595925297113752,-1.0407470288624787,-0.9864176570458404,-0.7775891341256367,-0.6146010186757216,-1.368421052631579,-1.5059422750424447,-0.38879456706281834,-0.5704584040747029,-2.2173174872665533,-1.0950764006791172,-0.7860780984719864
Q05568,0.04451038575667656,0.05637982195845697,0.03857566765578635,0.02967359050445104,0.03857566765578635,0.04747774480712166,0.06231454005934718,0.04747774480712166,0.020771513353115726,0.06528189910979229,0.12166172106824925,0.08902077151335312,0.032640949554896145,0.05341246290801187,0.04154302670623145,0.07418397626112759,0.04451038575667656,0.011869436201780416,0.04154302670623145,0.03857566765578635,-0.6676557863501483,-0.8753709198813057,-0.9643916913946587,-1.4480712166172107,-1.6053412462908012,-0.5756676557863502,-0.8071216617210683,-1.8545994065281899,-1.195845697329377,-1.0474777448071217,-0.8041543026706232,-0.5519287833827893,-0.44807121661721067,-1.28486646884273,-1.632047477744807,-0.4421364985163205,-0.6379821958456974,-2.136498516320475,-1.0415430267062316,-0.8724035608308606
Q05580,0.0406885758998435,0.051643192488262914,0.07668231611893583,0.048513302034428794,0.0297339593114241,0.04225352112676056,0.06259780907668232,0.04538341158059468,0.03442879499217527,0.03755868544600939,0.08763693270735524,0.09389671361502347,0.010954616588419406,0.046948356807511735,0.050078247261345854,0.10328638497652583,0.06572769953051644,0.003129890453834116,0.03442879499217527,0.03442879499217527,-0.6619718309859155,-0.7198748043818466,-0.3474178403755869,-0.9264475743348983,-1.8200312989045384,-0.39280125195618154,-0.46322378716744916,-1.5539906103286385,-0.8716744913928013,-1.5086071987480438,-1.323943661971831,-0.3286384976525822,-0.8497652582159625,-1.6228482003129892,-1.381846635367762,-0.07198748043818466,-0.41158059467918623,-2.4444444444444446,-1.2363067292644758,-1.245696400625978
Q05791,0.05555555555555555,0.03888888888888889,0.06111111111111111,0.08888888888888889,0.011111111111111112,0.03888888888888889,0.09166666666666666,0.019444444444444445,0.022222222222222223,0.058333333333333334,0.1,0.06666666666666667,0.011111111111111112,0.04722222222222222,0.05555555555555555,0.06666666666666667,0.041666666666666664,0.019444444444444445,0.03888888888888889,0.06666666666666667,-0.7472222222222222,-1.0222222222222221,-0.7055555555555556,-0.7944444444444444,-1.9972222222222222,-0.46944444444444444,-0.3638888888888889,-1.8805555555555555,-1.0666666666666667,-1.163888888888889,-1.1277777777777778,-0.5916666666666667,-0.7444444444444445,-1.4583333333333333,-1.3916666666666666,-0.39444444444444443,-0.5805555555555556,-2.2944444444444443,-1.136111111111111,-0.9333333333333333
Q06169,0.0497131931166348,0.05162523900573614,0.06118546845124283,0.0497131931166348,0.0019120458891013384,0.022944550669216062,0.08221797323135756,0.04780114722753346,0.0076481835564053535,0.055449330783938815,0.10707456978967496,0.06883365200764818,0.021032504780114723,0.032504780114722756,0.04397705544933078,0.08604206500956023,0.08604206500956023,0.02676864244741874,0.030592734225621414,0.06692160611854685,-0.6118546845124283,-0.9330783938814532,-0.6787762906309751,-1.0936902485659656,-1.9751434034416826,-0.5774378585086042,-0.5602294455066922,-1.6520076481835564,-1.2982791586998088,-1.118546845124283,-1.0076481835564053,-0.5602294455066922,-0.6424474187380497,-1.537284894837476,-1.4722753346080306,-0.25047801147227533,-0.27915869980879543,-2.1816443594646273,-1.2925430210325048,-0.8451242829827916
Q06178,0.05236907730673317,0.06234413965087282,0.034912718204488775,0.06982543640897755,0.00997506234413965,0.03740648379052369,0.06982543640897755,0.04738154613466334,0.05236907730673317,0.07481296758104738,0.08478802992518704,0.06234413965087282,0.022443890274314215,0.02743142144638404,0.06483790523690773,0.08229426433915212,0.03740648379052369,0.007481296758104738,0.0399002493765586,0.059850374064837904,-0.6583541147132169,-0.8728179551122195,-0.7456359102244389,-0.972568578553616,-1.9950124688279303,-0.47880299251870323,-0.4912718204488778,-1.6907730673316708,-0.8603491271820449,-1.2069825436408979,-1.1845386533665836,-0.5785536159600998,-0.7331670822942643,-1.5960099750623442,-1.28428927680798,-0.3541147132169576,-0.6384039900249376,-2.4413965087281797,-1.167082294264339,-0.9625935162094763
Q06407,0.03964321110009911,0.053518334985133795,0.0753221010901883,0.07234886025768088,0.02081268582755203,0.035678889990089196,0.062438057482656094,0.02973240832507433,0.027750247770069375,0.05550049554013875,0.09514370664023786,0.08523290386521308,0.01288404360753221,0.02576808721506442,0.04757185332011893,0.1337958374628345,0.05946481665014866,0.002973240832507433,0.018830525272547076,0.04558969276511397,-0.6045589692765114,-0.7512388503468781,-0.2923686818632309,-0.7324083250743311,-1.8414271555996036,-0.37661050545094155,-0.3686818632309217,-1.6174430128840436,-1.0178394449950445,-1.3518334985133795,-1.2457879088206145,-0.32210109018830524,-0.7908820614469773,-1.7998017839444995,-1.3310208126858276,0.05649157581764123,-0.3201189296333003,-2.6620416253716552,-1.483647175421209,-1.1228939544103071
Q06410,0.02877697841726619,0.03357314148681055,0.07913669064748201,0.08633093525179857,0.009592326139088728,0.06235011990407674,0.08633093525179857,0.02877697841726619,0.007194244604316547,0.07673860911270983,0.1223021582733813,0.10311750599520383,0.014388489208633094,0.0407673860911271,0.011990407673860911,0.05275779376498801,0.05755395683453238,0.009592326139088728,0.02877697841726619,0.05995203836930456,-0.8561151079136691,-0.8633093525179856,-0.513189448441247,-0.7817745803357314,-2.038369304556355,-0.328537170263789,-0.31654676258992803,-1.9136690647482015,-1.196642685851319,-1.038369304556355,-0.9304556354916067,-0.3645083932853717,-0.5851318944844125,-1.5107913669064748,-1.7529976019184652,-0.38609112709832133,-0.49640287769784175,-2.419664268585132,-1.2613908872901678,-0.8393285371702638
Q06440,0.06605222734254992,0.03686635944700461,0.041474654377880185,0.06605222734254992,0.0,0.03686635944700461,0.09370199692780339,0.05683563748079877,0.018433179723502304,0.04915514592933948,0.06758832565284179,0.10291858678955453,0.010752688172043012,0.03686635944700461,0.0629800307219662,0.09370199692780339,0.055299539170506916,0.013824884792626729,0.021505376344086023,0.06912442396313365,-0.5130568356374808,-0.8556067588325653,-0.6190476190476191,-0.7649769585253456,-2.1321044546851,-0.3671274961597542,-0.22580645161290322,-1.4485407066052227,-1.1566820276497696,-1.4270353302611367,-1.3932411674347158,-0.2903225806451613,-0.8847926267281107,-1.7741935483870968,-1.1582181259600615,-0.12135176651305683,-0.45161290322580644,-2.4654377880184333,-1.445468509984639,-1.0368663594470047
Q06549,0.07042253521126761,0.04929577464788732,0.056338028169014086,0.035211267605633804,0.06338028169014084,0.028169014084507043,0.056338028169014086,0.07746478873239436,0.02112676056338028,0.056338028169014086,0.07042253521126761,0.04225352112676056,0.056338028169014086,0.04225352112676056,0.035211267605633804,0.09859154929577464,0.028169014084507043,0.007042253521126761,0.02112676056338028,0.08450704225352113,-0.3873239436619718,-1.1338028169014085,-0.852112676056338,-1.3450704225352113,-1.2253521126760563,-0.7746478873239436,-0.9436619718309859,-1.4154929577464788,-1.323943661971831,-1.0070422535211268,-1.0,-0.8661971830985915,-0.49295774647887325,-1.4788732394366197,-1.6338028169014085,-0.24647887323943662,-0.5915492957746479,-2.352112676056338,-1.3380281690140845,-0.7535211267605634
Q06675,0.035326086956521736,0.043478260869565216,0.03804347826086957,0.10054347826086957,0.002717391304347826,0.04619565217391304,0.09239130434782608,0.021739130434782608,0.021739130434782608,0.08695652173913043,0.11141304347826086,0.09239130434782608,0.016304347826086956,0.06793478260869565,0.04076086956521739,0.07608695652173914,0.029891304347826088,0.008152173913043478,0.01358695652173913,0.05434782608695652,-0.8206521739130435,-0.9456521739130435,-0.7880434782608695,-0.7418478260869565,-2.114130434782609,-0.4320652173913043,-0.30434782608695654,-1.9782608695652173,-1.1684782608695652,-1.0217391304347827,-0.9755434782608695,-0.45652173913043476,-0.6086956521739131,-1.375,-1.5271739130434783,-0.41032608695652173,-0.6739130434782609,-2.4592391304347827,-1.266304347826087,-0.875
Q06704,0.04500548847420417,0.03512623490669594,0.08232711306256861,0.059275521405049394,0.003293084522502744,0.04720087815587267,0.14270032930845225,0.01756311745334797,0.012074643249176729,0.048298572996706916,0.13062568605927552,0.14489571899012074,0.010976948408342482,0.009879253567508232,0.012074643249176729,0.09110867178924259,0.052689352360043906,0.0021953896816684962,0.020856201975850714,0.031833150384193196,-0.6761800219538968,-0.4544456641053787,-0.20197585071350166,-0.5828759604829857,-2.20417124039517,0.021953896816684963,0.21295279912184412,-1.7980241492864983,-1.0076838638858396,-1.4270032930845225,-1.1448957189901208,0.19978046103183314,-0.7277716794731065,-1.9396267837541163,-1.535675082327113,-0.018660812294182216,-0.40504939626783754,-2.693743139407245,-1.5257958287596047,-1.1218441273326016
Q06706,0.06893995552260934,0.04892512972572276,0.04447739065974796,0.07116382505559674,0.010378057820607857,0.03780578206078577,0.08747220163083766,0.04447739065974796,0.017790956263899184,0.06078576723498888,0.09636767976278725,0.06449221645663454,0.01927353595255745,0.04151223128243143,0.033358042994810974,0.07412898443291327,0.05189028910303929,0.007412898443291327,0.04002965159377316,0.0793180133432172,-0.5507783543365455,-0.971830985915493,-0.787991104521868,-0.9703484062268347,-1.9036323202372127,-0.5100074128984433,-0.4603409933283914,-1.7027427724240178,-1.1756856931060045,-1.0429948109710896,-1.0237212750185323,-0.597479614529281,-0.6501111934766494,-1.4610822831727206,-1.5492957746478873,-0.32616753150481836,-0.4988880652335063,-2.381764269829503,-1.1868050407709414,-0.7739065974796145
Q06708,0.05227272727272727,0.042045454545454546,0.06363636363636363,0.06704545454545455,0.014772727272727272,0.04090909090909091,0.06363636363636363,0.035227272727272725,0.017045454545454544,0.07727272727272727,0.14204545454545456,0.06363636363636363,0.022727272727272728,0.038636363636363635,0.035227272727272725,0.09204545454545454,0.045454545454545456,0.005681818181818182,0.031818181818181815,0.048863636363636366,-0.6397727272727273,-1.0125,-0.7136363636363636,-1.0852272727272727,-1.7965909090909091,-0.5829545454545455,-0.6625,-1.830681818181818,-1.2397727272727272,-0.9034090909090909,-0.7636363636363637,-0.6579545454545455,-0.48977272727272725,-1.4113636363636364,-1.6125,-0.29659090909090907,-0.5068181818181818,-2.4318181818181817,-1.2352272727272726,-0.7761363636363636
Q07457,0.055714285714285716,0.05285714285714286,0.06142857142857143,0.07,0.018571428571428572,0.041428571428571426,0.11142857142857143,0.014285714285714285,0.018571428571428572,0.06571428571428571,0.11428571428571428,0.11714285714285715,0.011428571428571429,0.03,0.008571428571428572,0.09857142857142857,0.06142857142857143,0.002857142857142857,0.015714285714285715,0.03,-0.6014285714285714,-0.5742857142857143,-0.4142857142857143,-0.7157142857142857,-1.91,-0.20714285714285716,-0.08428571428571428,-1.85,-1.0685714285714285,-1.2657142857142858,-1.072857142857143,-0.08142857142857143,-0.6942857142857143,-1.727142857142857,-1.6471428571428572,-0.05714285714285714,-0.36857142857142855,-2.61,-1.4528571428571428,-1.0357142857142858
